timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724522986833,899,Search Pet,200,OK,Thread Group 1-107,text,true,,45018,189,246,246,https://petstore.swagger.io/v2/pet/findByStatus?status=available,649,0,0
1724522986642,1105,Search Pet,200,OK,Thread Group 1-141,text,true,,14930,184,245,245,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,1105,0,0
1724522985434,2321,Create Pet,200,OK,Thread Group 1-318,text,true,,492,412,244,244,https://petstore.swagger.io/v2/pet,2320,0,2000
1724522985054,2726,Create Pet,200,OK,Thread Group 1-238,text,true,,495,415,244,244,https://petstore.swagger.io/v2/pet,2726,0,2397
1724522985031,2752,Create Pet,200,OK,Thread Group 1-233,text,true,,495,415,244,244,https://petstore.swagger.io/v2/pet,2752,0,2421
1724522985119,2667,Create Pet,200,OK,Thread Group 1-252,text,true,,499,419,244,244,https://petstore.swagger.io/v2/pet,2666,0,2344
1724522985442,2344,Create Pet,200,OK,Thread Group 1-320,text,true,,497,417,244,244,https://petstore.swagger.io/v2/pet,2344,0,2021
1724522987111,680,Search Pet,200,OK,Thread Group 1-303,text,true,,19207,191,244,244,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,680,0,0
1724522985427,2384,Create Pet,200,OK,Thread Group 1-317,text,true,,496,416,243,243,https://petstore.swagger.io/v2/pet,2384,0,1987
1724522985412,2400,Create Pet,200,OK,Thread Group 1-312,text,true,,499,419,243,243,https://petstore.swagger.io/v2/pet,2399,0,2065
1724522984955,2859,Create Pet,200,OK,Thread Group 1-217,text,true,,495,415,243,243,https://petstore.swagger.io/v2/pet,2859,0,2531
1724522985148,2668,Create Pet,200,OK,Thread Group 1-256,text,true,,492,412,243,243,https://petstore.swagger.io/v2/pet,2668,0,2348
1724522985178,2638,Create Pet,200,OK,Thread Group 1-263,text,true,,493,413,243,243,https://petstore.swagger.io/v2/pet,2638,0,2315
1724522987234,593,Search Pet,200,OK,Thread Group 1-361,text,true,,18958,184,243,243,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,593,0,0
1724522985192,2635,Create Pet,200,OK,Thread Group 1-265,text,true,,495,415,243,243,https://petstore.swagger.io/v2/pet,2635,0,2304
1724522985010,2817,Create Pet,200,OK,Thread Group 1-228,text,true,,499,419,243,243,https://petstore.swagger.io/v2/pet,2817,0,2505
1724522985230,2600,Create Pet,200,OK,Thread Group 1-275,text,true,,495,415,242,242,https://petstore.swagger.io/v2/pet,2600,0,2280
1724522986831,1011,Search Pet,200,OK,Thread Group 1-245,text,true,,45018,189,242,242,https://petstore.swagger.io/v2/pet/findByStatus?status=available,645,0,0
1724522985438,2404,Create Pet,200,OK,Thread Group 1-319,text,true,,495,415,242,242,https://petstore.swagger.io/v2/pet,2404,0,2076
1724522986863,980,Search Pet,200,OK,Thread Group 1-214,text,true,,16635,184,242,242,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,980,0,0
1724522987530,313,Search Pet,500,Server Error,Thread Group 1-211,text,false,Something Went wrong pet,411,191,240,240,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,313,0,0
1724522985246,2597,Create Pet,200,OK,Thread Group 1-276,text,true,,492,412,240,240,https://petstore.swagger.io/v2/pet,2597,0,2283
1724522984950,2894,Create Pet,200,OK,Thread Group 1-190,text,true,,495,415,240,240,https://petstore.swagger.io/v2/pet,2894,0,2570
1724522985496,2348,Search Pet,200,OK,Thread Group 1-32,text,true,,43233,189,239,239,https://petstore.swagger.io/v2/pet/findByStatus?status=available,1447,0,0
1724522985353,2492,Create Pet,200,OK,Thread Group 1-301,text,true,,489,409,238,238,https://petstore.swagger.io/v2/pet,2492,0,2186
1724522985342,2503,Create Pet,200,OK,Thread Group 1-299,text,true,,494,414,238,238,https://petstore.swagger.io/v2/pet,2503,0,2195
1724522986797,1061,Search Pet,200,OK,Thread Group 1-251,text,true,,44858,189,238,238,https://petstore.swagger.io/v2/pet/findByStatus?status=available,623,0,0
1724522987261,597,Search Pet,200,OK,Thread Group 1-366,text,true,,19267,184,238,238,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,596,0,0
1724522985282,2584,Create Pet,200,OK,Thread Group 1-283,text,true,,495,415,236,236,https://petstore.swagger.io/v2/pet,2584,0,2257
1724522985274,2592,Create Pet,200,OK,Thread Group 1-280,text,true,,494,414,236,236,https://petstore.swagger.io/v2/pet,2592,0,2266
1724522985324,2551,Create Pet,200,OK,Thread Group 1-295,text,true,,491,411,236,236,https://petstore.swagger.io/v2/pet,2551,0,2204
1724522985626,2252,Search Pet,200,OK,Thread Group 1-79,text,true,,43581,189,236,236,https://petstore.swagger.io/v2/pet/findByStatus?status=available,1605,0,0
1724522985196,2712,Create Pet,200,OK,Thread Group 1-268,text,true,,496,416,235,235,https://petstore.swagger.io/v2/pet,2712,0,2344
1724522985159,2749,Create Pet,200,OK,Thread Group 1-259,text,true,,496,416,235,235,https://petstore.swagger.io/v2/pet,2749,0,2381
1724522985295,2613,Create Pet,200,OK,Thread Group 1-286,text,true,,496,416,235,235,https://petstore.swagger.io/v2/pet,2613,0,2289
1724522987308,601,Search Pet,200,OK,Thread Group 1-370,text,true,,19267,184,235,235,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,601,0,0
1724522985629,2282,Search Pet,200,OK,Thread Group 1-84,text,true,,43221,189,234,234,https://petstore.swagger.io/v2/pet/findByStatus?status=available,869,0,0
1724522985266,2646,Create Pet,200,OK,Thread Group 1-273,text,true,,496,416,233,233,https://petstore.swagger.io/v2/pet,2646,0,2322
1724522986992,921,Search Pet,200,OK,Thread Group 1-316,text,true,,46150,189,233,233,https://petstore.swagger.io/v2/pet/findByStatus?status=available,628,0,0
1724522987317,604,Search Pet,200,OK,Thread Group 1-368,text,true,,20343,191,232,232,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,604,0,0
1724522985015,2923,Create Pet,200,OK,Thread Group 1-230,text,true,,495,415,231,231,https://petstore.swagger.io/v2/pet,2923,0,2583
1724522986833,1107,Search Pet,200,OK,Thread Group 1-236,text,true,,45018,189,231,231,https://petstore.swagger.io/v2/pet/findByStatus?status=available,683,0,0
1724522985228,2712,Create Pet,200,OK,Thread Group 1-274,text,true,,492,412,231,231,https://petstore.swagger.io/v2/pet,2712,0,2394
1724522987347,593,Search Pet,200,OK,Thread Group 1-396,text,true,,19423,184,230,230,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,593,0,0
1724522986779,1170,Search Pet,200,OK,Thread Group 1-242,text,true,,45015,189,229,229,https://petstore.swagger.io/v2/pet/findByStatus?status=available,626,0,0
1724522985486,2474,Search Pet,200,OK,Thread Group 1-24,text,true,,10151,191,228,228,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,2474,0,0
1724522985520,2440,Create Pet,200,OK,Thread Group 1-325,text,true,,494,414,228,228,https://petstore.swagger.io/v2/pet,2440,0,2132
1724522985586,2378,Create Pet,200,OK,Thread Group 1-348,text,true,,492,412,227,227,https://petstore.swagger.io/v2/pet,2378,0,2066
1724522984971,2993,Create Pet,200,OK,Thread Group 1-184,text,true,,497,417,227,227,https://petstore.swagger.io/v2/pet,2993,0,2670
1724522985522,2442,Create Pet,200,OK,Thread Group 1-327,text,true,,496,416,227,227,https://petstore.swagger.io/v2/pet,2442,0,2130
1724522985532,2437,Create Pet,200,OK,Thread Group 1-337,text,true,,492,412,227,227,https://petstore.swagger.io/v2/pet,2437,0,2120
1724522987326,652,Search Pet,200,OK,Thread Group 1-149,text,true,,20343,191,227,227,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,652,0,0
1724522985573,2405,Create Pet,200,OK,Thread Group 1-345,text,true,,492,412,227,227,https://petstore.swagger.io/v2/pet,2405,0,2096
1724522985530,2451,Create Pet,200,OK,Thread Group 1-330,text,true,,496,416,226,226,https://petstore.swagger.io/v2/pet,2451,0,2139
1724522985661,2326,Create Pet,200,OK,Thread Group 1-355,text,true,,499,419,226,226,https://petstore.swagger.io/v2/pet,2326,0,2008
1724522987317,675,Search Pet,200,OK,Thread Group 1-158,text,true,,20343,191,226,226,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,660,0,0
1724522985616,2382,Search Pet,200,OK,Thread Group 1-44,text,true,,10310,191,225,225,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,2382,0,0
1724522987085,918,Search Pet,200,OK,Thread Group 1-271,text,true,,46333,189,224,224,https://petstore.swagger.io/v2/pet/findByStatus?status=available,616,0,0
1724522987348,670,Search Pet,200,OK,Thread Group 1-377,text,true,,19423,184,223,223,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,670,0,0
1724522985328,2690,Create Pet,200,OK,Thread Group 1-296,text,true,,495,415,223,223,https://petstore.swagger.io/v2/pet,2690,0,2375
1724522987073,946,Search Pet,200,OK,Thread Group 1-347,text,true,,19044,191,223,223,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,923,0,0
1724522985371,2647,Create Pet,200,OK,Thread Group 1-305,text,true,,496,416,223,223,https://petstore.swagger.io/v2/pet,2647,0,2332
1724522985528,2495,Create Pet,200,OK,Thread Group 1-336,text,true,,492,412,221,221,https://petstore.swagger.io/v2/pet,2495,0,2124
1724522987368,666,Search Pet,200,OK,Thread Group 1-372,text,true,,20343,191,221,221,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,666,0,0
1724522985126,2908,Create Pet,200,OK,Thread Group 1-253,text,true,,494,414,221,221,https://petstore.swagger.io/v2/pet,2908,0,2594
1724522987368,683,Search Pet,200,OK,Thread Group 1-364,text,true,,20343,191,220,220,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,666,0,0
1724522987367,684,Search Pet,200,OK,Thread Group 1-393,text,true,,19423,184,220,220,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,603,0,0
1724522987401,660,Search Pet,200,OK,Thread Group 1-161,text,true,,20343,191,218,218,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,656,0,0
1724522987100,961,Search Pet,200,OK,Thread Group 1-144,text,true,,18649,184,217,217,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,951,0,0
1724522985503,2559,Search Pet,200,OK,Thread Group 1-39,text,true,,11558,184,217,217,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,2559,0,0
1724522985338,2731,Create Pet,200,OK,Thread Group 1-298,text,true,,489,409,215,215,https://petstore.swagger.io/v2/pet,2731,0,2416
1724522987468,610,Search Pet,200,OK,Thread Group 1-247,text,true,,19735,184,215,215,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,592,0,0
1724522985214,2870,Create Pet,200,OK,Thread Group 1-270,text,true,,492,412,214,214,https://petstore.swagger.io/v2/pet,2870,0,2490
1724522987104,981,Search Pet,200,OK,Thread Group 1-328,text,true,,46181,189,214,214,https://petstore.swagger.io/v2/pet/findByStatus?status=available,707,0,0
1724522985501,2603,Search Pet,200,OK,Thread Group 1-11,text,true,,11089,184,213,213,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,2603,0,0
1724522987235,875,Search Pet,200,OK,Thread Group 1-391,text,true,,46195,189,212,212,https://petstore.swagger.io/v2/pet/findByStatus?status=available,592,0,0
1724522987468,645,Search Pet,200,OK,Thread Group 1-243,text,true,,20503,191,211,211,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,600,0,0
1724522985921,2200,Search Pet,200,OK,Thread Group 1-114,text,true,,11118,191,210,210,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,2200,0,0
1724522987194,928,Search Pet,200,OK,Thread Group 1-294,text,true,,19857,191,209,209,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,636,0,0
1724522986625,1498,Search Pet,200,OK,Thread Group 1-175,text,true,,44038,189,208,208,https://petstore.swagger.io/v2/pet/findByStatus?status=available,701,0,0
